date,close
2011-08-05,2532.409912109375
2011-08-08,2357.68994140625
2011-08-09,2482.52001953125
2011-08-10,2381.050048828125
2011-08-11,2492.679931640625
2011-08-12,2507.97998046875
2011-08-15,2555.199951171875
2011-08-16,2523.449951171875
2011-08-17,2511.47998046875
2011-08-18,2380.429931640625
2011-08-19,2341.840087890625
2011-08-22,2345.3798828125
2011-08-23,2446.06005859375
2011-08-24,2467.68994140625
2011-08-25,2419.6298828125
2011-08-26,2479.85009765625
2011-08-29,2562.110107421875
2011-08-30,2576.110107421875
2011-08-31,2579.4599609375
2011-09-01,2546.0400390625
2011-09-02,2480.330078125
2011-09-06,2473.830078125
2011-09-07,2548.93994140625
2011-09-08,2529.139892578125
2011-09-09,2467.989990234375
2011-09-12,2495.090087890625
2011-09-13,2532.14990234375
2011-09-14,2572.550048828125
2011-09-15,2607.070068359375
2011-09-16,2622.31005859375
2011-09-19,2612.830078125
2011-09-20,2590.239990234375
2011-09-21,2538.18994140625
2011-09-22,2455.669921875
2011-09-23,2483.22998046875
2011-09-26,2516.68994140625
2011-09-27,2546.830078125
2011-09-28,2491.580078125
2011-09-29,2480.760009765625
2011-09-30,2415.39990234375
2011-10-03,2335.830078125
2011-10-04,2404.820068359375
2011-10-05,2460.510009765625
2011-10-06,2506.820068359375
2011-10-07,2479.35009765625
2011-10-10,2566.050048828125
2011-10-11,2583.030029296875
2011-10-12,2604.72998046875
2011-10-13,2620.239990234375
2011-10-14,2667.85009765625
2011-10-17,2614.919921875
2011-10-18,2657.429931640625
2011-10-19,2604.0400390625
2011-10-20,2598.6201171875
2011-10-21,2637.4599609375
2011-10-24,2699.43994140625
2011-10-25,2638.419921875
2011-10-26,2650.669921875
2011-10-27,2738.6298828125
2011-10-28,2737.14990234375
2011-10-31,2684.409912109375
2011-11-01,2606.9599609375
2011-11-02,2639.97998046875
2011-11-03,2697.969970703125
2011-11-04,2686.14990234375
2011-11-07,2695.25
2011-11-08,2727.489990234375
2011-11-09,2621.64990234375
2011-11-10,2625.14990234375
2011-11-11,2678.75
2011-11-14,2657.219970703125
2011-11-15,2686.199951171875
2011-11-16,2639.610107421875
2011-11-17,2587.989990234375
2011-11-18,2572.5
2011-11-21,2523.139892578125
2011-11-22,2521.280029296875
2011-11-23,2460.080078125
2011-11-25,2441.510009765625
2011-11-28,2527.340087890625
2011-11-29,2515.510009765625
2011-11-30,2620.340087890625
2011-12-01,2626.199951171875
2011-12-02,2626.929931640625
2011-12-05,2655.760009765625
2011-12-06,2649.56005859375
2011-12-07,2649.2099609375
2011-12-08,2596.3798828125
2011-12-09,2646.85009765625
2011-12-12,2612.260009765625
2011-12-13,2579.27001953125
2011-12-14,2539.31005859375
2011-12-15,2541.010009765625
2011-12-16,2555.330078125
2011-12-19,2523.139892578125
2011-12-20,2603.72998046875
2011-12-21,2577.969970703125
2011-12-22,2599.449951171875
2011-12-23,2618.639892578125
2011-12-27,2625.199951171875
2011-12-28,2589.97998046875
2011-12-29,2613.739990234375
2011-12-30,2605.14990234375
2012-01-03,2648.719970703125
2012-01-04,2648.360107421875
2012-01-05,2669.860107421875
2012-01-06,2674.219970703125
2012-01-09,2676.56005859375
2012-01-10,2702.5
2012-01-11,2710.760009765625
2012-01-12,2724.699951171875
2012-01-13,2710.669921875
2012-01-17,2728.080078125
2012-01-18,2769.7099609375
2012-01-19,2788.330078125
2012-01-20,2786.699951171875
2012-01-23,2784.169921875
2012-01-24,2786.639892578125
2012-01-25,2818.31005859375
2012-01-26,2805.280029296875
2012-01-27,2816.550048828125
2012-01-30,2811.93994140625
2012-01-31,2813.840087890625
2012-02-01,2848.27001953125
2012-02-02,2859.679931640625
2012-02-03,2905.659912109375
2012-02-06,2901.989990234375
2012-02-07,2904.080078125
2012-02-08,2915.860107421875
2012-02-09,2927.22998046875
2012-02-10,2903.8798828125
2012-02-13,2931.389892578125
2012-02-14,2931.830078125
2012-02-15,2915.830078125
2012-02-16,2959.85009765625
2012-02-17,2951.780029296875
2012-02-21,2948.570068359375
2012-02-22,2933.169921875
2012-02-23,2956.97998046875
2012-02-24,2963.75
2012-02-27,2966.159912109375
2012-02-28,2986.760009765625
2012-02-29,2966.889892578125
2012-03-01,2988.969970703125
2012-03-02,2976.18994140625
2012-03-05,2950.47998046875
2012-03-06,2910.320068359375
2012-03-07,2935.68994140625
2012-03-08,2970.419921875
2012-03-09,2988.340087890625
2012-03-12,2983.659912109375
2012-03-13,3039.8798828125
2012-03-14,3040.72998046875
2012-03-15,3056.3701171875
2012-03-16,3055.260009765625
2012-03-19,3078.320068359375
2012-03-20,3074.14990234375
2012-03-21,3075.320068359375
2012-03-22,3063.320068359375
2012-03-23,3067.919921875
2012-03-26,3122.570068359375
2012-03-27,3120.35009765625
2012-03-28,3104.9599609375
2012-03-29,3095.360107421875
2012-03-30,3091.570068359375
2012-04-02,3119.699951171875
2012-04-03,3113.570068359375
2012-04-04,3068.090087890625
2012-04-05,3080.5
2012-04-09,3047.080078125
2012-04-10,2991.219970703125
2012-04-11,3016.4599609375
2012-04-12,3055.550048828125
2012-04-13,3011.330078125
2012-04-16,2988.39990234375
2012-04-17,3042.820068359375
2012-04-18,3031.449951171875
2012-04-19,3007.56005859375
2012-04-20,3000.449951171875
2012-04-23,2970.449951171875
2012-04-24,2961.60009765625
2012-04-25,3029.6298828125
2012-04-26,3050.610107421875
2012-04-27,3069.199951171875
2012-04-30,3046.360107421875
2012-05-01,3050.43994140625
2012-05-02,3059.85009765625
2012-05-03,3024.300048828125
2012-05-04,2956.340087890625
2012-05-07,2957.760009765625
2012-05-08,2946.27001953125
2012-05-09,2934.7099609375
2012-05-10,2933.639892578125
2012-05-11,2933.820068359375
2012-05-14,2902.580078125
2012-05-15,2893.760009765625
2012-05-16,2874.0400390625
2012-05-17,2813.68994140625
2012-05-18,2778.7900390625
2012-05-21,2847.2099609375
2012-05-22,2839.080078125
2012-05-23,2850.1201171875
2012-05-24,2839.3798828125
2012-05-25,2837.530029296875
2012-05-29,2870.989990234375
2012-05-30,2837.360107421875
2012-05-31,2827.340087890625
2012-06-01,2747.47998046875
2012-06-04,2760.010009765625
2012-06-05,2778.110107421875
2012-06-06,2844.719970703125
2012-06-07,2831.02001953125
2012-06-08,2858.419921875
2012-06-11,2809.72998046875
2012-06-12,2843.070068359375
2012-06-13,2818.610107421875
2012-06-14,2836.330078125
2012-06-15,2872.800048828125
2012-06-18,2895.330078125
2012-06-19,2929.760009765625
2012-06-20,2930.449951171875
2012-06-21,2859.090087890625
2012-06-22,2892.419921875
2012-06-25,2836.159912109375
2012-06-26,2854.06005859375
2012-06-27,2875.320068359375
2012-06-28,2849.489990234375
2012-06-29,2935.050048828125
2012-07-02,2951.22998046875
2012-07-03,2976.080078125
2012-07-05,2976.1201171875
2012-07-06,2937.330078125
2012-07-09,2931.77001953125
2012-07-10,2902.330078125
2012-07-11,2887.97998046875
2012-07-12,2866.18994140625
2012-07-13,2908.469970703125
2012-07-16,2896.93994140625
2012-07-17,2910.0400390625
2012-07-18,2942.60009765625
2012-07-19,2965.89990234375
2012-07-20,2925.300048828125
2012-07-23,2890.14990234375
2012-07-24,2862.989990234375
2012-07-25,2854.239990234375
2012-07-26,2893.25
2012-07-27,2958.090087890625
2012-07-30,2945.840087890625
2012-07-31,2939.52001953125
2012-08-01,2920.2099609375
2012-08-02,2909.77001953125
2012-08-03,2967.89990234375
2012-08-06,2989.909912109375
2012-08-07,3015.860107421875
2012-08-08,3011.25
2012-08-09,3018.639892578125
2012-08-10,3020.860107421875
2012-08-13,3022.52001953125
2012-08-14,3016.97998046875
2012-08-15,3030.929931640625
2012-08-16,3062.389892578125
2012-08-17,3076.590087890625
2012-08-20,3076.2099609375
2012-08-21,3067.260009765625
2012-08-22,3073.669921875
2012-08-23,3053.39990234375
2012-08-24,3069.7900390625
2012-08-27,3073.18994140625
2012-08-28,3077.139892578125
2012-08-29,3081.18994140625
2012-08-30,3048.7099609375
2012-08-31,3066.9599609375
2012-09-04,3075.06005859375
2012-09-05,3069.27001953125
2012-09-06,3135.81005859375
2012-09-07,3136.419921875
2012-09-10,3104.02001953125
2012-09-11,3104.530029296875
2012-09-12,3114.31005859375
2012-09-13,3155.830078125
2012-09-14,3183.949951171875
2012-09-17,3178.669921875
2012-09-18,3177.800048828125
2012-09-19,3182.6201171875
2012-09-20,3175.9599609375
2012-09-21,3179.9599609375
2012-09-24,3160.780029296875
2012-09-25,3117.72998046875
2012-09-26,3093.699951171875
2012-09-27,3136.60009765625
2012-09-28,3116.22998046875
2012-10-01,3113.530029296875
2012-10-02,3120.0400390625
2012-10-03,3135.22998046875
2012-10-04,3149.4599609375
2012-10-05,3136.18994140625
2012-10-08,3112.35009765625
2012-10-09,3065.02001953125
2012-10-10,3051.780029296875
2012-10-11,3049.409912109375
2012-10-12,3044.110107421875
2012-10-15,3064.179931640625
2012-10-16,3101.169921875
2012-10-17,3104.1201171875
2012-10-18,3072.8701171875
2012-10-19,3005.6201171875
2012-10-22,3016.9599609375
2012-10-23,2990.4599609375
2012-10-24,2981.699951171875
2012-10-25,2986.1201171875
2012-10-26,2987.949951171875
2012-10-31,2977.22998046875
2012-11-01,3020.06005859375
2012-11-02,2982.1298828125
2012-11-05,2999.659912109375
2012-11-06,3011.929931640625
2012-11-07,2937.2900390625
2012-11-08,2895.580078125
2012-11-09,2904.8701171875
2012-11-12,2904.25
2012-11-13,2883.889892578125
2012-11-14,2846.81005859375
2012-11-15,2836.93994140625
2012-11-16,2853.1298828125
2012-11-19,2916.070068359375
2012-11-20,2916.679931640625
2012-11-21,2926.550048828125
2012-11-23,2966.85009765625
2012-11-26,2976.780029296875
2012-11-27,2967.7900390625
2012-11-28,2991.780029296875
2012-11-29,3012.030029296875
2012-11-30,3010.239990234375
2012-12-03,3002.199951171875
2012-12-04,2996.68994140625
2012-12-05,2973.699951171875
2012-12-06,2989.27001953125
2012-12-07,2978.0400390625
2012-12-10,2986.9599609375
2012-12-11,3022.300048828125
2012-12-12,3013.81005859375
2012-12-13,2992.159912109375
2012-12-14,2971.330078125
2012-12-17,3010.60009765625
2012-12-18,3054.530029296875
2012-12-19,3044.360107421875
2012-12-20,3050.389892578125
2012-12-21,3021.010009765625
2012-12-24,3012.60009765625
2012-12-26,2990.159912109375
2012-12-27,2985.909912109375
2012-12-28,2960.31005859375
2012-12-31,3019.510009765625
2013-01-02,3112.260009765625
2013-01-03,3100.570068359375
2013-01-04,3101.659912109375
2013-01-07,3098.81005859375
2013-01-08,3091.81005859375
2013-01-09,3105.81005859375
2013-01-10,3121.760009765625
2013-01-11,3125.6298828125
2013-01-14,3117.5
2013-01-15,3110.780029296875
2013-01-16,3117.5400390625
2013-01-17,3136.0
2013-01-18,3134.7099609375
2013-01-22,3143.179931640625
2013-01-23,3153.669921875
2013-01-24,3130.3798828125
2013-01-25,3149.7099609375
2013-01-28,3154.300048828125
2013-01-29,3153.659912109375
2013-01-30,3142.31005859375
2013-01-31,3142.1298828125
2013-02-01,3179.10009765625
2013-02-04,3131.169921875
2013-02-05,3171.580078125
2013-02-06,3168.47998046875
2013-02-07,3165.1298828125
2013-02-08,3193.8701171875
2013-02-11,3192.0
2013-02-12,3186.489990234375
2013-02-13,3196.8798828125
2013-02-14,3198.659912109375
2013-02-15,3192.030029296875
2013-02-19,3213.590087890625
2013-02-20,3164.409912109375
2013-02-21,3131.489990234375
2013-02-22,3161.820068359375
2013-02-25,3116.25
2013-02-26,3129.64990234375
2013-02-27,3162.260009765625
2013-02-28,3160.18994140625
2013-03-01,3169.739990234375
2013-03-04,3182.030029296875
2013-03-05,3224.1298828125
2013-03-06,3222.3701171875
2013-03-07,3232.090087890625
2013-03-08,3244.3701171875
2013-03-11,3252.8701171875
2013-03-12,3242.320068359375
2013-03-13,3245.1201171875
2013-03-14,3258.929931640625
2013-03-15,3249.070068359375
2013-03-18,3237.590087890625
2013-03-19,3229.10009765625
2013-03-20,3254.18994140625
2013-03-21,3222.60009765625
2013-03-22,3245.0
2013-03-25,3235.300048828125
2013-03-26,3252.47998046875
2013-03-27,3256.52001953125
2013-03-28,3267.52001953125
2013-04-01,3239.169921875
2013-04-02,3254.860107421875
2013-04-03,3218.60009765625
2013-04-04,3224.97998046875
2013-04-05,3203.860107421875
2013-04-08,3222.25
2013-04-09,3237.860107421875
2013-04-10,3297.25
2013-04-11,3300.159912109375
2013-04-12,3294.949951171875
2013-04-15,3216.489990234375
2013-04-16,3264.6298828125
