date,value
2026-08-24,0.9781184186048794
2026-08-25,1.0057819329782625
2026-08-26,0.9199759885793337
2026-08-27,0.9437301639988784
2026-08-28,1.0123202164448488
2026-08-29,0.8854309442074543
2026-08-30,1.182886022992518
2026-08-31,0.9752821779451835
2026-09-01,0.9750098037514033
2026-09-02,0.9564866142602685
2026-09-03,1.012837029938553
2026-09-04,0.9696273823478795
2026-09-05,1.3928882423118332
2026-09-06,1.3167639344766537
2026-09-07,1.1237731876440193
2026-09-08,1.2042001302169816
2026-09-09,0.900453697467841
2026-09-10,1.1566537865552227
2026-09-11,0.9205255651052132
2026-09-12,1.3385503066370332
2026-09-13,1.0391025518987709
2026-09-14,0.9854799073771159
2026-09-15,1.046986118566917
2026-09-16,0.7699666568030232
2026-09-17,0.9294896436882751
2026-09-18,0.8955004413577786
2026-09-19,1.245873250889954
2026-09-20,1.123550863275453
2026-09-21,1.060213469485202
2026-09-22,1.4679151524315355
2026-09-23,1.4577460905153494
2026-09-24,1.0280610051428933
