date,value
2026-08-13,0.5179273791295737
2026-08-14,0.5050228538948314
2026-08-15,0.5117060473800259
2026-08-16,0.4959282771527484
2026-08-17,0.5761539224818369
2026-08-18,0.5818532388307855
2026-08-19,0.6410157748322489
2026-08-20,0.666749460552562
2026-08-21,0.6994388205284474
2026-08-22,0.6840040122689572
2026-08-23,0.6955443752261945
2026-08-24,0.7029220025659433
2026-08-25,0.6884531695603606
2026-08-26,0.7019827675317908
2026-08-27,0.7079734649295407
2026-08-28,0.6769524496992393
2026-08-29,0.6825616757629633
2026-08-30,0.6717665440087283
2026-08-31,0.6851456580492636
2026-09-01,0.6639232442946856
2026-09-02,0.6645501335684006
2026-09-03,0.7160944279524901
2026-09-04,0.7020030190640109
2026-09-05,0.7039829528775465
2026-09-06,0.708868582900602
2026-09-07,0.6903821286339569
2026-09-08,0.6775134605958697
2026-09-09,0.6727624951259191
2026-09-10,0.6431291693645419
2026-09-11,0.6531962804432369
