date,value
2026-08-13,0.9982361607671842
2026-08-14,0.9958297037631253
2026-08-15,0.9993777767815698
2026-08-16,0.993642310733074
2026-08-17,0.998947404206015
2026-08-18,0.9959628589458424
2026-08-19,1.001146827982914
2026-08-20,1.0101438959758748
2026-08-21,1.0177343253660827
2026-08-22,1.0106504199717274
2026-08-23,1.00500546906784
2026-08-24,1.0195437977196402
2026-08-25,1.0104431766908548
2026-08-26,1.008198776668653
2026-08-27,1.0080097956125311
2026-08-28,1.0045822013192658
2026-08-29,1.0001001791816337
2026-08-30,1.002952205263947
2026-08-31,1.0043481217390096
2026-09-01,1.002412229196866
2026-09-02,1.0010243180729352
2026-09-03,1.0082412043459905
2026-09-04,1.0044025482432108
2026-09-05,1.0070476812265425
2026-09-06,1.005306106116228
2026-09-07,1.0020518443481963
2026-09-08,1.0028629335730703
2026-09-09,1.0021736219171031
2026-09-10,1.0033424945627938
2026-09-11,1.0001708088061563
