date,value
2026-08-24,24145.345023576996
2026-08-25,20407.847114529148
2026-08-26,13525.53908933437
2026-08-27,17167.0298435577
2026-08-28,23088.00279141074
2026-08-29,3960.03263696
2026-08-30,3393.969180150001
2026-08-31,15140.204351156412
2026-09-01,12957.006477659652
2026-09-02,7644.94662162
2026-09-03,12462.425841783865
2026-09-04,20034.673713059998
2026-09-05,1667.2753306999998
2026-09-06,5174.99909908
2026-09-07,2462.2307488200004
2026-09-08,10343.361620139956
2026-09-09,9864.074683081428
2026-09-10,13516.91353691
2026-09-11,7995.3873624845955
2026-09-12,1614.3724040500001
2026-09-13,2176.18961852
2026-09-14,8316.81166723946
2026-09-15,11804.484644303153
2026-09-16,14491.538710910001
2026-09-17,7680.816483061405
2026-09-18,13076.418268701122
2026-09-19,6121.400604570001
2026-09-20,1276.0306416042374
2026-09-21,24945.81199951
2026-09-22,25214.647254936543
2026-09-23,22030.71355223
