date,value
2026-08-24,1.042937515168035
2026-08-25,1.023428959261213
2026-08-26,1.0181129947778624
2026-08-27,1.0204289709626753
2026-08-28,1.0107136156365903
2026-08-29,1.0001117475635135
2026-08-30,1.0102615735217972
2026-08-31,1.0106653952186235
2026-09-01,1.0056515780525943
2026-09-02,1.002566813542922
2026-09-03,1.0195039347608732
2026-09-04,1.0098469375827517
2026-09-05,1.0268337617489174
2026-09-06,1.0185692335079009
2026-09-07,1.0055160120893682
2026-09-08,1.0066543162637893
2026-09-09,1.0059997490793786
2026-09-10,1.0078210858959877
2026-09-11,1.000475809268304
2026-09-12,1.0052427147794933
2026-09-13,1.0025499342541284
2026-09-14,1.0062929852283264
2026-09-15,0.9971268908091215
2026-09-16,0.9931210462711642
2026-09-17,0.9993503376397527
2026-09-18,1.014356219788951
2026-09-19,1.016283166164277
2026-09-20,1.006333748794143
2026-09-21,1.0414191548308764
2026-09-22,1.0454873737397126
2026-09-23,1.008732457604208
