date,value
2026-08-24,17738.664043805835
2026-08-25,12829.316601558474
2026-08-26,7774.288902854134
2026-08-27,9391.534230822006
2026-08-28,13486.181496067964
2026-08-29,2450.602688484725
2026-08-30,2240.440615713653
2026-08-31,13089.121516081499
2026-09-01,10287.179601392834
2026-09-02,9601.0485177947
2026-09-03,11655.228391485616
2026-09-04,9177.395837648262
2026-09-05,1941.6507924151479
2026-09-06,1946.8441595049292
2026-09-07,3936.12539694693
2026-09-08,7937.960067098936
2026-09-09,8920.160143558613
2026-09-10,9223.828861970216
2026-09-11,10070.754590636003
2026-09-12,1589.277358004996
2026-09-13,2301.2816828673335
2026-09-14,5157.913151460808
2026-09-15,12530.329854857671
2026-09-16,10322.391128852027
2026-09-17,10360.59171987796
2026-09-18,13053.985248296569
2026-09-19,3978.854795162435
2026-09-20,3287.7737638626777
2026-09-21,23136.580471359262
2026-09-22,9897.183215956853
2026-09-23,8728.683010590366
