date,value
2026-08-24,44286.66279999984
2026-08-25,80079.92580000026
2026-08-26,63284.04059999988
2026-08-27,101157.08467792034
2026-08-28,48921.9888999999
2026-08-29,0
2026-08-30,1486.1100000000006
2026-08-31,28327.802799999867
2026-09-01,13138.45030791991
2026-09-02,-13318.732599999908
2026-09-03,42915.00990000016
2026-09-04,10936.266423239747
2026-09-05,0
2026-09-06,0
2026-09-07,0
2026-09-08,3900.84090000009
2026-09-09,584.2408000001105
2026-09-10,-608.0896000001812
2026-09-11,70275.53536470034
2026-09-12,0
2026-09-13,0
2026-09-14,32497.94909935991
2026-09-15,-32797.82275970999
2026-09-16,-88926.66263789008
2026-09-17,-27841.27921889007
2026-09-18,54177.84173679982
2026-09-19,0
2026-09-20,1573.0100000000093
2026-09-21,72078.20147806017
2026-09-22,70155.54084932011
2026-09-23,51357.63457060995
