date,value
2026-08-13,-0.08518228855943152
2026-08-14,-0.08689303277548897
2026-08-15,-0.08661380283312285
2026-08-16,-0.09016976989898322
2026-08-17,-0.06862668635979606
2026-08-18,-0.06635962672143525
2026-08-19,0.09181411943169739
2026-08-20,0.11917539352024722
2026-08-21,0.18416327145624878
2026-08-22,0.15319888973644402
2026-08-23,0.1666005464058562
2026-08-24,0.17196004572853782
2026-08-25,0.15815446952199652
2026-08-26,0.17878546326154518
2026-08-27,0.18004316389093553
2026-08-28,0.15708563282629073
2026-08-29,0.16288368562733352
2026-08-30,0.1482617381149424
2026-08-31,0.16490741088240088
2026-09-01,0.1481023916389798
2026-09-02,0.13908992581310645
2026-09-03,0.17836608134827311
2026-09-04,0.1610883590330959
2026-09-05,0.16903559431079843
2026-09-06,0.18020331409627582
2026-09-07,0.17225208549933013
2026-09-08,0.17013124131171226
2026-09-09,0.16395469602873658
2026-09-10,0.15391041804880812
2026-09-11,0.17905268201957805
