date,value
2026-08-24,2827.001400480068
2026-08-25,3860.5557743999716
2026-08-26,2685.0302455999827
2026-08-27,3497.29654739997
2026-08-28,-1990.535891419995
2026-08-29,0
2026-08-30,48.70871351999813
2026-08-31,2633.510981439975
2026-09-01,-3261.1960999999137
2026-09-02,1579.268129350004
2026-09-03,7867.497448379898
2026-09-04,2025.8689000000377
2026-09-05,0
2026-09-06,0
2026-09-07,184.49440944000526
2026-09-08,93.33483879999585
2026-09-09,-2027.1933635999658
2026-09-10,-3184.0360162600323
2026-09-11,-677.636219379976
2026-09-12,0
2026-09-13,0
2026-09-14,1332.4084444499558
2026-09-15,-5190.76759999993
2026-09-16,-3556.3717509200587
2026-09-17,2155.232400000001
2026-09-18,1353.749200000002
2026-09-19,0
2026-09-20,249.59312131999468
2026-09-21,8939.965194349963
2026-09-22,11601.966235999978
