date,value
2026-08-24,0.11146926104796513
2026-08-25,0.11331241495913408
2026-08-26,0.11327997181804571
2026-08-27,0.10608172573441087
2026-08-28,0.09387015592365744
2026-08-29,0.09133894634680122
2026-08-30,0.0903172214355785
2026-08-31,0.08978594404243723
2026-09-01,0.08644207975813986
2026-09-02,0.08237221119371249
2026-09-03,0.08239056065364293
2026-09-04,0.08013394905103842
2026-09-05,0.07817997015570782
2026-09-06,0.07846964354504
2026-09-07,0.07338129122896456
2026-09-08,0.07239346715036027
2026-09-09,0.07209715263304384
2026-09-10,0.06921955372709798
2026-09-11,0.06795038675653496
2026-09-12,0.06979865986263911
2026-09-13,0.070105023809587
2026-09-14,0.07278200079976022
2026-09-15,0.07591056970599969
2026-09-16,0.07712643864675904
2026-09-17,0.08603736947636378
2026-09-18,0.09570407229545956
2026-09-19,0.10047162588625944
2026-09-20,0.09955128803124798
2026-09-21,0.10304243143318795
2026-09-22,0.11016289959162365
2026-09-23,0.13346556444671231
